0	4221	1
0	4390	1
0	2664	1
0	6885	1
0	989	1
0	7387	1
1	11814	1
1	3869	1
1	11348	1
1	9023	1
1	7353	1
1	11190	1
1	13214	1
1	4562	1
1	5465	1
1	6106	1
1	7922	1
1	13175	1
1	11814	1
2	14185	1
2	6938	1
2	6938	1
2	6255	1
2	6826	1
2	10597	1
2	1870	1
2	6172	1
2	15364	1
2	12753	1
2	6938	1
2	15364	1
2	4388	1
2	5924	1
2	16173	1
2	3898	1
3	12931	1
3	11371	1
3	2748	1
3	12206	1
3	2498	1
5	10462	1
6	1985	1
6	10341	1
6	12388	1
6	8410	1
7	6466	1
10	12853	1
11	6513	1
12	4599	1
13	5279	1
13	7705	1
13	1121	1
13	11326	1
14	14271	1
15	3685	1
15	5696	1
15	1426	1
15	15551	1
15	5758	1
15	3685	1
15	6327	1
15	12835	1
17	4063	1
17	11576	1
17	9090	1
18	11926	1
19	12669	1
20	5002	1
20	5196	1
20	10246	1
20	15689	1
20	2502	1
20	7007	1
20	15815	1
20	7723	1
20	8559	1
20	4891	1
21	2507	1
21	7232	1
22	13393	1
22	837	1
22	242	1
24	1168	1
24	992	1
24	6718	1
24	2007	1
24	10653	1
24	10403	1
24	1980	1
24	10511	1
24	13170	1
24	15719	1
24	9859	1
24	9859	1
24	10511	1
24	10278	1
24	14077	1
24	3070	1
24	10511	1
27	14857	1
28	10014	1
28	9336	1
28	7375	1
28	5234	1
29	11118	1
29	1555	1
29	5012	1
29	11046	1
31	5151	1
31	5837	1
31	382	1
31	7868	1
31	2360	1
31	7868	1
34	7663	1
34	4580	1
34	8659	1
34	9565	1
34	1696	1
34	7182	1
34	300	1
34	14658	1
34	4186	1
34	4295	1
34	14337	1
34	873	1
34	2979	1
34	15390	1
34	11904	1
34	873	1
34	4598	1
34	14898	1
34	14356	1
34	11533	1
34	2055	1
34	3807	1
36	13529	1
36	14623	1
36	9468	1
36	7827	1
36	14080	1
36	14691	1
36	10536	1
36	9468	1
36	6561	1
36	13529	1
36	9821	1
36	8309	1
36	14080	1
36	14330	1
36	9431	1
36	16247	1
36	6139	1
36	9075	1
36	9468	1
36	3253	1
36	14648	1
36	14623	1
36	16247	1
36	13529	1
36	7759	1
36	454	1
36	1253	1
36	13529	1
36	2965	1
36	9797	1
36	7247	1
36	6796	1
37	6238	1
37	13313	1
38	3555	1
39	5612	1
39	9937	1
39	11540	1
39	4894	1
40	1069	1
40	13302	1
40	4994	1
40	7550	1
40	4119	1
40	1594	1
40	15417	1
40	10188	1
40	7550	1
41	10462	1
41	10462	1
42	12137	1
43	15764	1
43	7277	1
43	7629	1
43	3904	1
45	1842	1
46	16123	1
46	2269	1
47	3580	1
48	9124	1
49	11955	1
49	7827	1
49	8888	1
49	6773	1
49	11955	1
51	13393	1
51	11338	1
52	9704	1
52	2151	1
52	8496	1
52	11343	1
53	13354	1
53	13320	1
53	13354	1
53	9893	1
54	7916	1
55	7781	1
56	4949	1
56	16002	1
56	8031	1
56	13275	1
56	14860	1
56	14860	1
57	14353	1
57	11808	1
58	14207	1
58	12632	1
58	4905	1
58	11338	1
58	5012	1
58	8534	1
58	11427	1
58	14207	1
58	6210	1
58	14207	1
58	3513	1
58	14207	1
58	10187	1
58	2007	1
59	5705	1
59	9805	1
59	6694	1
59	2007	1
59	6203	1
59	1888	1
59	12633	1
59	14846	1
59	6957	1
59	10945	1
59	7388	1
59	15029	1
59	5345	1
59	14160	1
59	15007	1
59	3023	1
59	409	1
59	8714	1
59	2577	1
59	13861	1
59	11371	1
59	2594	1
59	12632	1
59	5383	1
59	3327	1
59	8483	1
59	12749	1
59	13989	1
59	9856	1
59	4925	1
59	2291	1
59	13080	1
59	15753	1
60	8396	1
61	6708	1
61	11046	1
62	10853	1
64	14013	1
64	13971	1
64	16168	1
64	9889	1
64	14933	1
64	11384	1
66	15007	1
66	4216	1
66	665	1
68	8005	1
68	14118	1
68	1178	1
68	14254	1
68	5633	1
68	3552	1
68	6874	1
68	334	1
69	5532	1
69	9645	1
70	10454	1
70	3826	1
71	13393	1
71	13393	1
71	2925	1
71	15561	1
71	10341	1
71	15988	1
71	4246	1
72	10462	1
73	2664	1
73	9396	1
74	7121	1
75	10653	1
76	5548	1
76	15316	1
77	10809	1
77	15044	1
77	1563	1
77	13305	1
77	11355	1
77	14662	1
77	13479	1
77	909	1
77	6641	1
77	9938	1
77	14206	1
77	1806	1
77	9832	1
79	5587	1
79	5587	1
79	10840	1
79	8647	1
79	4894	1
79	11540	1
80	7369	1
80	7369	1
81	7465	1
82	10951	1
82	2136	1
82	10951	1
83	15469	1
85	15760	1
85	11260	1
85	3807	1
85	12021	1
85	16138	1
85	10187	1
85	9100	1
86	4408	1
86	1364	1
86	12176	1
86	4902	1
88	7701	1
88	7701	1
88	14082	1
89	9372	1
89	9645	1
89	8916	1
90	11264	1
90	6568	1
90	943	1
90	13242	1
90	11989	1
90	10278	1
90	2255	1
90	10815	1
90	6568	1
90	15921	1
90	15672	1
91	4595	1
92	9304	1
92	14626	1
92	11502	1
93	4621	1
93	7387	1
93	627	1
93	428	1
93	15268	1
93	11002	1
93	2424	1
93	10462	1
94	9938	1
94	11200	1
94	9717	1
94	4159	1
95	10462	1
95	7964	1
95	13810	1
95	7964	1
95	5908	1
96	10462	1
96	4621	1
96	10462	1
97	10462	1
97	10462	1
98	14836	1
98	12603	1
98	2119	1
98	3825	1
98	906	1
98	12295	1
98	7338	1
98	15285	1
98	16002	1
98	15427	1
98	229	1
98	7007	1
98	9687	1
98	13374	1
98	10034	1
98	3422	1
98	4275	1
99	15440	1
99	10546	1
99	3276	1
99	10175	1
99	12890	1
99	10059	1
99	9223	1
99	728	1
99	597	1
101	11941	1
102	10385	1
104	12449	1
104	11286	1
105	10791	1
105	13275	1
105	7583	1
105	3393	1
105	12750	1
105	10428	1
105	115	1
107	10462	1
107	3621	1
107	4644	1
108	2714	1
108	10919	1
108	13490	1
108	7358	1
108	7009	1
108	2728	1
108	5633	1
108	5047	1
108	8444	1
108	11225	1
108	14439	1
108	13122	1
108	9085	1
108	10857	1
108	13242	1
108	5884	1
109	8447	1
110	16153	1
110	8772	1
111	5054	1
111	3237	1
111	7133	1
111	14329	1
111	787	1
111	15609	1
111	12619	1
112	733	1
112	8606	1
112	14263	1
112	15427	1
112	15651	1
112	6963	1
112	13275	1
112	5234	1
112	14860	1
112	12295	1
112	10810	1
112	9810	1
112	12386	1
112	733	1
113	6963	1
113	15611	1
113	9492	1
113	14626	1
113	11061	1
113	3472	1
113	3799	1
113	3055	1
113	9951	1
115	1708	1
115	10459	1
115	9273	1
115	845	1
115	2340	1
115	7223	1
115	7122	1
115	15034	1
115	989	1
115	10164	1
115	10428	1
115	4221	1
115	13275	1
115	9190	1
115	2340	1
115	5139	1
115	10428	1
115	10234	1
115	4522	1
115	13677	1
115	14304	1
115	1699	1
116	1305	1
116	12103	1
116	3941	1
116	11533	1
116	14659	1
116	9493	1
116	14917	1
117	3248	1
117	4239	1
117	7790	1
117	9832	1
117	12113	1
117	8436	1
117	1270	1
117	15932	1
117	9058	1
117	11115	1
117	15508	1
117	14131	1
117	15932	1
117	7091	1
117	9955	1
117	8436	1
117	7754	1
117	12572	1
117	13368	1
117	11001	1
117	8920	1
117	11115	1
117	15508	1
117	904	1
117	621	1
118	5312	1
118	13867	1
118	3985	1
118	944	1
118	15325	1
118	11430	1
118	7505	1
118	8555	1
119	15680	1
119	14980	1
119	2462	1
119	14927	1
119	14691	1
119	7827	1
119	14080	1
119	3981	1
119	6106	1
119	15915	1
119	14691	1
119	2680	1
119	3416	1
119	4620	1
119	15507	1
119	2634	1
119	15476	1
119	5350	1
119	40	1
119	2363	1
119	3759	1
119	3424	1
119	6050	1
119	9117	1
119	13765	1
119	2405	1
119	6718	1
119	6561	1
119	12734	1
119	10155	1
119	15680	1
119	1253	1
120	14131	1
120	9226	1
120	1679	1
120	13214	1
120	13372	1
121	1780	1
121	5462	1
122	9741	1
122	15459	1
122	15675	1
122	1979	1
122	13318	1
122	12388	1
122	2109	1
122	6131	1
122	11678	1
123	3800	1
123	627	1
123	15424	1
1980	4865	1
1980	7922	1
1980	7293	1
1980	12817	1
1980	14132	1
1980	8813	1
1980	10844	1
1980	4994	1
1980	4994	1
1980	2959	1
1980	8444	1
1980	339	1
1980	12021	1
1980	7701	1
1980	13320	1
1980	14906	1
1980	13320	1
1980	13320	1
1980	13320	1
1980	13320	1
1980	13320	1
1980	7701	1
1980	13320	1
1980	433	1
1980	14544	1
1980	6923	1
1980	14544	1
1980	7701	1
1980	13320	1
1980	7701	1
1980	13320	1
126	6610	1
126	15471	1
127	6337	1
128	11684	1
129	15762	1
129	674	1
129	10424	1
129	7537	1
129	12713	1
130	874	1
130	7209	1
130	10945	1
130	10325	1
130	11593	1
130	1632	1
130	874	1
132	11293	1
132	5598	1
132	12609	1
132	13678	1
132	2379	1
132	8839	1
132	11293	1
132	13941	1
132	11619	1
132	12033	1
133	14439	1
134	12183	1
134	14908	1
134	9468	1
134	15007	1
134	11121	1
134	12183	1
134	6290	1
134	2608	1
134	3552	1
134	14908	1
134	6938	1
134	12679	1
134	3379	1
134	9431	1
134	3066	1
134	3552	1
135	14047	1
135	14176	1
135	3665	1
135	748	1
135	1538	1
135	3175	1
135	9272	1
135	10451	1
135	13574	1
137	7526	1
137	9736	1
137	12451	1
137	2381	1
138	4621	1
138	182	1
138	16153	1
138	9797	1
138	12555	1
138	8182	1
138	13205	1
140	8029	1
140	274	1
140	8230	1
140	4116	1
140	7111	1
140	11134	1
140	16002	1
140	10160	1
140	15551	1
140	9371	1
142	6327	1
142	3972	1
142	3844	1
142	15326	1
142	2267	1
142	8430	1
142	12386	1
142	4994	1
142	765	1
142	12386	1
142	11651	1
142	9799	1
142	11651	1
142	5642	1
143	9290	1
143	13369	1
143	3111	1
143	8387	1
143	11424	1
143	9518	1
143	1719	1
143	3896	1
143	10058	1
143	13971	1
145	1276	1
147	5588	1
149	12005	1
149	8824	1
149	10814	1
149	12696	1
149	5171	1
149	14860	1
149	9864	1
149	9027	1
149	8822	1
149	10665	1
149	4221	1
149	10810	1
149	10665	1
149	1696	1
149	14364	1
149	11929	1
149	5033	1
149	8038	1
149	14860	1
149	944	1
149	4186	1
149	9864	1
149	3118	1
149	10810	1
149	4351	1
149	9864	1
149	9472	1
149	5264	1
149	11929	1
149	6895	1
150	1579	1
150	9090	1
150	3844	1
150	5012	1
150	8344	1
150	12828	1
150	14358	1
150	12086	1
150	1902	1
152	10462	1
152	10172	1
152	5902	1
152	8723	1
152	14957	1
152	11897	1
152	2105	1
152	2714	1
152	6157	1
152	2045	1
154	11619	1
155	2377	1
155	6685	1
155	13318	1
156	9938	1
156	14244	1
156	6050	1
156	5491	1
156	9938	1
156	5491	1
157	10462	1
157	8786	1
157	8786	1
157	10265	1
159	3869	1
159	5485	1
161	4167	1
161	11031	1
161	14734	1
161	8360	1
161	4388	1
161	11490	1
161	7909	1
161	14346	1
161	8360	1
161	12406	1
161	4802	1
161	12015	1
161	7340	1
161	903	1
161	11031	1
161	3417	1
161	7134	1
161	3511	1
161	14734	1
161	14029	1
161	722	1
161	3875	1
161	8360	1
161	10783	1
161	16069	1
161	7810	1
161	14029	1
161	13994	1
161	11619	1
161	6417	1
161	13362	1
161	14734	1
161	7981	1
162	14506	1
162	10500	1
162	15613	1
163	7916	1
165	1528	1
165	3409	1
165	6106	1
165	531	1
168	10462	1
169	12626	1
169	7518	1
169	3335	1
169	13055	1
169	2060	1
169	8043	1
169	4575	1
169	5200	1
169	15521	1
169	3237	1
169	274	1
169	7974	1
170	6408	1
170	2678	1
170	10462	1
172	3222	1
172	8081	1
172	2680	1
172	8696	1
172	1299	1
172	3374	1
172	2007	1
172	24	1
172	3435	1
172	13005	1
172	5561	1
173	10462	1
173	10462	1
174	14058	1
174	7983	1
174	13678	1
174	13320	1
175	7007	1
175	14782	1
175	7007	1
175	14427	1
175	5417	1
175	199	1
175	1452	1
175	14616	1
176	5424	1
176	11478	1
177	509	1
177	7243	1
178	9179	1
178	2647	1
178	15340	1
180	5012	1
180	11529	1
180	11227	1
181	13667	1
181	15150	1
182	2028	1
182	7111	1
182	15034	1
182	11502	1
182	15693	1
182	4778	1
182	14363	1
182	7793	1
182	15156	1
182	3402	1
182	5678	1
182	10284	1
182	11876	1
182	1879	1
182	10462	1
183	7827	1
183	5012	1
183	10172	1
183	7329	1
185	9819	1
185	11348	1
185	15150	1
185	5183	1
185	14178	1
185	6933	1
185	14274	1
185	15241	1
185	11252	1
185	10675	1
185	8444	1
185	10667	1
185	14869	1
185	13632	1
185	3376	1
185	13130	1
185	4113	1
185	14439	1
185	8804	1
185	11742	1
185	14869	1
185	10859	1
185	7132	1
185	16107	1
185	357	1
187	2608	1
188	8627	1
188	14182	1
188	4774	1
188	8554	1
188	10166	1
188	15554	1
188	13320	1
188	13320	1
188	2007	1
188	3511	1
188	8977	1
188	16029	1
188	9893	1
188	1838	1
188	13857	1
192	4894	1
192	3844	1
193	4880	1
193	11823	1
193	9881	1
193	4880	1
194	6408	1
196	2507	1
196	10749	1
196	14892	1
197	6659	1
198	15620	1
198	2664	1
199	4266	1
199	13818	1
199	2763	1
199	5307	1
201	10462	1
201	8719	1
204	161	1
204	8647	1
204	6830	1
204	9245	1
204	12441	1
204	5706	1
204	8647	1
204	6830	1
204	371	1
205	10462	1
206	7280	1
206	7280	1
